id,title,author,genre,publisher,year,author_set,author_set_str,book_id,total_sold
21334,Raiders of the Lost Ark,Hoyt Jacobson III,Metafiction,Newnes,2004,frozenset({'hoyt jacobson iii'}),hoyt jacobson iii,21334,8
21882,Super Mario Bros. 2,Irmgard Bogan I,Comic/Graphic Novel,Eel Pie Publishing,1976,frozenset({'irmgard bogan i'}),irmgard bogan i,21882,22
22010,In Dubious Battle,"Franklyn Stokes VM, Timmy Corwin",Fantasy,Brimstone Press,,"frozenset({'franklyn stokes vm', 'timmy corwin'})","franklyn stokes vm,timmy corwin",22010,6
21486,Far Cry,Nick Ziemann,Legend,Zondervan,1986,frozenset({'nick ziemann'}),nick ziemann,21486,28
21761,Pok̩mon: Let's Go Pikachu!,Selena Schroeder,Essay,G. P. Putnam's Sons,2005,frozenset({'selena schroeder'}),selena schroeder,21761,19
21760,Super Smash Bros. Melee,"Edmundo Oberbrunner, Jerry Cormier, Bernard Bayer, Amb. Elia Lebsack",Fiction narrative,Carcanet Press,1990,"frozenset({'jerry cormier', 'amb. elia lebsack', 'edmundo oberbrunner', 'bernard bayer'})","amb. elia lebsack,bernard bayer,edmundo oberbrunner,jerry cormier",21760,13
21774,"The World, the Flesh and the Devil","Jeffery Leuschke PhD, Miss Bok Barrows, Era Hodkiewicz",Fantasy,Applewood Books,1982,"frozenset({'era hodkiewicz', 'miss bok barrows', 'jeffery leuschke phd'})","era hodkiewicz,jeffery leuschke phd,miss bok barrows",21774,20
21833,Kid Icarus,Pedro Bradtke,Fantasy,Schocken Books,2022,frozenset({'pedro bradtke'}),pedro bradtke,21833,27
21948,Endless Night,Karisa Kozey,Mythology,University of Minnesota Press,1957,frozenset({'karisa kozey'}),karisa kozey,21948,19
21300,Wolfenstein: The Old Blood,"Kirk Treutel, Klara Runolfsdottir Sr., Lonnie Hilpert",Realistic fiction,Emerald Group Publishing,1976,"frozenset({'lonnie hilpert', 'klara runolfsdottir sr.', 'kirk treutel'})","kirk treutel,klara runolfsdottir sr.,lonnie hilpert",21300,35
21297,The Treasure of the Sierra Madre,Brandi Cole,Short story,G-Unit Books,1856,frozenset({'brandi cole'}),brandi cole,21297,15
21484,Mirror's Edge,"Antione O'Reilly, Josette Nikolaus DC",Humor,Pavilion Books,1983,"frozenset({""antione o'reilly"", 'josette nikolaus dc'})","antione o'reilly,josette nikolaus dc",21484,15
21938,Half-Life 2: Episode Two,Richie Gislason,Essay,Ladybird Books,1875,frozenset({'richie gislason'}),richie gislason,21938,24
21476,Super Smash Bros. Brawl,Nick Ziemann,Essay,BBC Books,2003,frozenset({'nick ziemann'}),nick ziemann,21476,10
21613,The Pianist,Manuel Murray,Horror,Academic Press,1989,frozenset({'manuel murray'}),manuel murray,21613,5
21995,Paper Moon,"Sean Kassulke, Rosann Wolf VM",Short story,Charles Scribner's Sons,1991,"frozenset({'rosann wolf vm', 'sean kassulke'})","rosann wolf vm,sean kassulke",21995,33
21951,Batman: Arkham City,Alina Collier Esq.,Fable,Black Dog Publishing,1994,frozenset({'alina collier esq.'}),alina collier esq.,21951,26
21956,Portal 2,Kylee Smith,Fanfiction,Addison-Wesley,2005,frozenset({'kylee smith'}),kylee smith,21956,27
21843,This Side of Paradise,Richie Gislason,Fairy tale,Koren Publishers Jerusalem,1989,frozenset({'richie gislason'}),richie gislason,21843,17
21779,Sonic Unleashed,Ms. Kami Prosacco,Humor,Martinus Nijhoff Publishers,2009,frozenset({'ms. kami prosacco'}),ms. kami prosacco,21779,22
21866,No Highway,Susannah Tremblay DC,Crime/Detective,Tammi,1845,frozenset({'susannah tremblay dc'}),susannah tremblay dc,21866,12
21694,The Best Years of Our Lives,"Raymundo Aufderhar, Lamar Kautzer, Isabelle Boehm",Horror,David & Charles,2009,"frozenset({'lamar kautzer', 'isabelle boehm', 'raymundo aufderhar'})","isabelle boehm,lamar kautzer,raymundo aufderhar",21694,26
21840,Gandhi,Carin Christiansen,Narrative nonfiction,NavPress,1976,frozenset({'carin christiansen'}),carin christiansen,21840,16
21980,Come On Over,Robby Powlowski,Fairy tale,Koren Publishers Jerusalem,1994,frozenset({'robby powlowski'}),robby powlowski,21980,18
21458,The Mirror Crack'd from Side to Side,Tabetha Johnston,Realistic fiction,Mapin Publishing,1995,frozenset({'tabetha johnston'}),tabetha johnston,21458,9
21986,Pac-Man,Clyde Jacobson,Fiction in verse,Godwit Press,,frozenset({'clyde jacobson'}),clyde jacobson,21986,27
21537,Mario Kart Wii,Sen. Leta Berge,Reference book,Darakwon Press,1843,frozenset({'sen. leta berge'}),sen. leta berge,21537,17
21852,Butter In a Lordly Dish,Nick Ziemann,Fanfiction,University of Alaska Press,2006,frozenset({'nick ziemann'}),nick ziemann,21852,17
21830,WarioWare: Touched!,Ms. Kami Prosacco,Mythology,Gefen Publishing House,1972,frozenset({'ms. kami prosacco'}),ms. kami prosacco,21830,12
21805,Shall not Perish,Ted Rutherford,Fable,,1987,frozenset({'ted rutherford'}),ted rutherford,21805,17
21806,Metropolis,Susannah Tremblay DC,Essay,Random House,2019,frozenset({'susannah tremblay dc'}),susannah tremblay dc,21806,9
21968,The Last Enemy,Mohamed Dach,Horror,Pecan Grove Press,2019,frozenset({'mohamed dach'}),mohamed dach,21968,16
21912,Moab Is My Washpot,Matthew Boehm,Mythopoeia,Focal Press,2023,frozenset({'matthew boehm'}),matthew boehm,21912,19
21696,Cool Hand Luke,Msgr. Mohammad Koelpin,Comic/Graphic Novel,Edupedia Publications,2002,frozenset({'msgr. mohammad koelpin'}),msgr. mohammad koelpin,21696,26
21775,Diablo II,"Dennis Heaney, Soledad Hickle, Alina Collier Esq.",Realistic fiction,Penguin Books,2009,"frozenset({'soledad hickle', 'alina collier esq.', 'dennis heaney'})","alina collier esq.,dennis heaney,soledad hickle",21775,34
21606,Waiting for the Barbarians,Gov. Wally Wintheiser,Biography/Autobiography,University of Michigan Press,1980,frozenset({'gov. wally wintheiser'}),gov. wally wintheiser,21606,15
21559,Mario Kart DS,"Curtis Rohan, Rocky Erdman",Legend,George H. Doran Company,1882,"frozenset({'curtis rohan', 'rocky erdman'})","curtis rohan,rocky erdman",21559,17
21753,The Needle's Eye,"Sen. Amber Roberts, Prof. Augustus Konopelski",Classic,Mainstream Publishing,1979,"frozenset({'sen. amber roberts', 'prof. augustus konopelski'})","prof. augustus konopelski,sen. amber roberts",21753,16
21683,Bad,Lesli Bernier III,Textbook,BBC Books,1959,frozenset({'lesli bernier iii'}),lesli bernier iii,21683,10
21534,Bastion,Barb Lynch,Comic/Graphic Novel,Bella Books,2002,frozenset({'barb lynch'}),barb lynch,21534,20
21675,The Bourne Ultimatum,Jaleesa Breitenberg DVM,Mythology,Naiad Press,2016,frozenset({'jaleesa breitenberg dvm'}),jaleesa breitenberg dvm,21675,24
21883,In a Glass Darkly,Rico Zemlak,Reference book,Black Sparrow Books,2009,frozenset({'rico zemlak'}),rico zemlak,21883,18
21977,Things Fall Apart,Kirsten Schaefer,Horror,Happy House,1998,frozenset({'kirsten schaefer'}),kirsten schaefer,21977,30
21890,Call of Duty: Modern Warfare 2,Boyce Hoeger,Essay,Belknap Press,1992,frozenset({'boyce hoeger'}),boyce hoeger,21890,15
21967,Max Payne 3,Elenor Langosh,Fiction in verse,Airiti Press,1984,frozenset({'elenor langosh'}),elenor langosh,21967,14
22038,Precious Bane,Karisa Kozey,Metafiction,University of Alaska Press,1988,frozenset({'karisa kozey'}),karisa kozey,22038,13
21646,TRON,Caroyln Wilderman,Speech,University of Chicago Press,1840,frozenset({'caroyln wilderman'}),caroyln wilderman,21646,29
22026,Jesting Pilate,"Mohamed Dach, Clyde Jacobson",Short story,New Holland Publishers,1970,"frozenset({'clyde jacobson', 'mohamed dach'})","clyde jacobson,mohamed dach",22026,34
22019,The Legend of Zelda: Twilight Princess,Beverly McDermott,Legend,Manning Publications,1970,frozenset({'beverly mcdermott'}),beverly mcdermott,22019,4
21589,Recovery,Miss Ward Farrell,Classic,Atlas Press,2022,frozenset({'miss ward farrell'}),miss ward farrell,21589,18
21997,Nectar in a Sieve,Jerrold Bogan LLD,Suspense/Thriller,Casemate Publishers,2024,frozenset({'jerrold bogan lld'}),jerrold bogan lld,21997,23
21988,The Great Dictator,Rosalva Beer,Classic,Naiad Press,2014,frozenset({'rosalva beer'}),rosalva beer,21988,9
21416,Faith,Elenor Langosh,Comic/Graphic Novel,,2023,frozenset({'elenor langosh'}),elenor langosh,21416,5
21575,Command & Conquer: Generals,"Louanne Cruickshank, Lakenya Boyer IV",Essay,Del Rey Books,1975,"frozenset({'lakenya boyer iv', 'louanne cruickshank'})","lakenya boyer iv,louanne cruickshank",21575,20
21850,Mr. Smith Goes to Washington,Verna Skiles,Fantasy,Tachyon Publications,1989,frozenset({'verna skiles'}),verna skiles,21850,25
21732,No Country for Old Men,"Blair Casper, Ms. Rodger Hoppe",Realistic fiction,Mandrake Press,2012,"frozenset({'ms. rodger hoppe', 'blair casper'})","blair casper,ms. rodger hoppe",21732,21
22035,Beneath the Bleeding,"Norberto Kohler, Moshe Wilderman, Dr. Emmaline Ritchie",Fanfiction,United States Government Publishing Office,-,"frozenset({'moshe wilderman', 'norberto kohler', 'dr. emmaline ritchie'})","dr. emmaline ritchie,moshe wilderman,norberto kohler",22035,15
21658,Half-Life 2: Episode One,The Hon. Terence Klocko,Reference book,Brill Publishers,2019,frozenset({'the hon. terence klocko'}),the hon. terence klocko,21658,21
21660,Jacob Have I Loved,Ozzie Jast,Tall tale,Charles Scribner's Sons,1986,frozenset({'ozzie jast'}),ozzie jast,21660,21
21695,Alien,Msgr. Marjorie Koepp,Biography/Autobiography,Kessinger Publishing,1874,frozenset({'msgr. marjorie koepp'}),msgr. marjorie koepp,21695,31
21906,Clouds of Witness,"Lonnie Hilpert, Klara Runolfsdottir Sr., Kirk Treutel",Fiction narrative,Firebrand Books,2012,"frozenset({'lonnie hilpert', 'klara runolfsdottir sr.', 'kirk treutel'})","kirk treutel,klara runolfsdottir sr.,lonnie hilpert",21906,24
21337,Left 4 Dead 2,Cruz Abshire MD,Mystery,Daedalus Publishing,1984,frozenset({'cruz abshire md'}),cruz abshire md,21337,14
21709,The Painted Veil,Barb Lynch,Short story,T & T Clark,1832,frozenset({'barb lynch'}),barb lynch,21709,12
21973,Wii Sports Resort,Quintin O'Kon,Realistic fiction,Reed Elsevier,2012,"frozenset({""quintin o'kon""})",quintin o'kon,21973,14
21390,Dishonored,Miss Jesus Pfannerstill,Short story,Cisco Press,1998,frozenset({'miss jesus pfannerstill'}),miss jesus pfannerstill,21390,11
21542,God of War,Zackary Carter,Science fiction,Shambhala Publications,1996,frozenset({'zackary carter'}),zackary carter,21542,26
21381,Frozen,Dr. Pat Kunze,Western,Butterworth-Heinemann,1977,frozenset({'dr. pat kunze'}),dr. pat kunze,21381,16
21651,The Legend of Zelda: Ocarina of Time,"Adelia Lind, Floyd Cassin III",Fanfiction,Seagull Books,1985,"frozenset({'adelia lind', 'floyd cassin iii'})","adelia lind,floyd cassin iii",21651,10
21864,Starcraft II,"Miss Wade Lebsack, Reginia Weissnat",Mystery,SAGE Publications,1995,"frozenset({'miss wade lebsack', 'reginia weissnat'})","miss wade lebsack,reginia weissnat",21864,17
21621,Noli Me Tangere,Dominique Sipes,Crime/Detective,University of Alaska Press,1978,frozenset({'dominique sipes'}),dominique sipes,21621,20
21915,Batman: Arkham City,Alina Collier Esq.,Fable,Carlton Books,1979,frozenset({'alina collier esq.'}),alina collier esq.,21915,19
21776,Halo 5: Guardians,"Coy Streich, Keeley Hand, Lela Emard",Horror,Ladybird Books,1988,"frozenset({'keeley hand', 'lela emard', 'coy streich'})","coy streich,keeley hand,lela emard",21776,19
21624,Edna O'Brien,"Mireya Schroeder, Elmer Parker",Historical fiction,UCL Press,1998,"frozenset({'elmer parker', 'mireya schroeder'})","elmer parker,mireya schroeder",21624,10
21964,Hitman: Absolution,"Zackary Carter, Nick Ziemann",Fable,J. M. Dent,2000,"frozenset({'nick ziemann', 'zackary carter'})","nick ziemann,zackary carter",21964,20
21565,"Monsters, Inc.","Msgr. Juan Beer, Garth Heidenreich, Lavon Langosh",Crime/Detective,HarperCollins,1996,"frozenset({'garth heidenreich', 'msgr. juan beer', 'lavon langosh'})","garth heidenreich,lavon langosh,msgr. juan beer",21565,9
21442,Doom,Les Rogahn,Suspense/Thriller,Legend Books,2004,frozenset({'les rogahn'}),les rogahn,21442,15
21372,Call of Duty: Black Ops III,Anton Moen,Mythopoeia,Candlewick Press,1977,frozenset({'anton moen'}),anton moen,21372,18
21349,Hearthstone,"Dr. Emmaline Ritchie, Norberto Kohler, Moshe Wilderman",Historical fiction,Carnegie Mellon University Press,1842,"frozenset({'moshe wilderman', 'norberto kohler', 'dr. emmaline ritchie'})","dr. emmaline ritchie,moshe wilderman,norberto kohler",21349,14
21586,Sleeping Dogs,"Zoila Christiansen, Kylee Smith",Mythopoeia,Sams Publishing,0,"frozenset({'kylee smith', 'zoila christiansen'})","kylee smith,zoila christiansen",21586,8
21772,Wolfenstein 3D,Elvina Nader,Biography/Autobiography,Harcourt Assessment,1983,frozenset({'elvina nader'}),elvina nader,21772,11
21720,Tracy Chapman,Miss Jesus Pfannerstill,Fable,Ian Allan Publishing,2017,frozenset({'miss jesus pfannerstill'}),miss jesus pfannerstill,21720,23
21822,Command & Conquer 4: Tiberian Twilight,Jaleesa Breitenberg DVM,Folklore,City Lights Publishers,1998,frozenset({'jaleesa breitenberg dvm'}),jaleesa breitenberg dvm,21822,15
21800,The Sign,Benjamin Mills,Comic/Graphic Novel,HMSO,1898,frozenset({'benjamin mills'}),benjamin mills,21800,10
21512,Ego Dominus Tuus,Kirsten Schaefer,Mythopoeia,Focal Press,1987,frozenset({'kirsten schaefer'}),kirsten schaefer,21512,21
21418,Apocalypse Now,"Pedro Bradtke, Beverly McDermott",Fantasy,Broadview Press,2012,"frozenset({'beverly mcdermott', 'pedro bradtke'})","beverly mcdermott,pedro bradtke",21418,17
21667,Super Mario Bros. 3,"Mohamed Dach, Clyde Jacobson",Legend,Basic Books,2024,"frozenset({'clyde jacobson', 'mohamed dach'})","clyde jacobson,mohamed dach",21667,18
21925,Kirby's Dream Land,Carolyn Yost,Fiction narrative,Kodansha,1993,frozenset({'carolyn yost'}),carolyn yost,21925,20
21585,In Death Ground,Garth Marvin,Fantasy,HMSO,1992,frozenset({'garth marvin'}),garth marvin,21585,9
22028,Max Payne 2: The Fall of Max Payne,Travis Von,Fable,Penguin Books,1996,frozenset({'travis von'}),travis von,22028,18
21820,God of War,Zackary Carter,Science fiction,Del Rey Books,2003,frozenset({'zackary carter'}),zackary carter,21820,17
21872,Pok̩mon White,"Kirk Treutel, Klara Runolfsdottir Sr.",Tall tale,New Directions Publishing,2023,"frozenset({'klara runolfsdottir sr.', 'kirk treutel'})","kirk treutel,klara runolfsdottir sr.",21872,20
21599,Antic Hay,Boyce Hoeger,Realistic fiction,Leaf Books,2007,frozenset({'boyce hoeger'}),boyce hoeger,21599,15
22003,Garry's Mod,Kizzie Purdy,Fiction in verse,Cambridge University Press,2025,frozenset({'kizzie purdy'}),kizzie purdy,22003,17
21679,Oldboy,Benjamin Mills,Mystery,Blackwell Publishing,2017,frozenset({'benjamin mills'}),benjamin mills,21679,25
22020,An Acceptable Time,Sean Kassulke,Fiction narrative,Black Dog Publishing,2017,frozenset({'sean kassulke'}),sean kassulke,22020,10
21628,Animal Crossing,Marlin Kuvalis,Fantasy,Penguin Books,1987,frozenset({'marlin kuvalis'}),marlin kuvalis,21628,17
21815,Cover Her Face,"Yesenia Raynor DDS, Hue Ondricka I, Lewis Boehm",Fable,Zed Books,1989,"frozenset({'hue ondricka i', 'yesenia raynor dds', 'lewis boehm'})","hue ondricka i,lewis boehm,yesenia raynor dds",21815,31
22000,Mega Man,Albert Lehner Ret.,Comic/Graphic Novel,Marion Boyars Publishers,1981,frozenset({'albert lehner ret.'}),albert lehner ret.,22000,9
21477,A Many-Splendoured Thing,Sook Halvorson,Fanfiction,HarperTrophy,1936,frozenset({'sook halvorson'}),sook halvorson,21477,14
21891,Team Fortress Classic,Roman Koss,Humor,Zed Books,1995,frozenset({'roman koss'}),roman koss,21891,37
21639,Pok̩mon Yellow,Timmy Corwin,Realistic fiction,Carnegie Mellon University Press,1894,frozenset({'timmy corwin'}),timmy corwin,21639,17
21380,Mario Kart 8,Garth Marvin,Fable,HarperPrism,1991,frozenset({'garth marvin'}),garth marvin,21380,24
21649,The Maltese Falcon,Anton Moen,Fairy tale,John Blake Publishing,1850,frozenset({'anton moen'}),anton moen,21649,28
22041,The Legend of Zelda: Majora's Mask,"Adelia Lind, Floyd Cassin III",Western,Casemate Publishers,1985,"frozenset({'adelia lind', 'floyd cassin iii'})","adelia lind,floyd cassin iii",22041,20
21702,Indiana Jones and the Last Crusade,Mrs. Jessie Brekke,Science fiction,Blackwell Publishing,2024,frozenset({'mrs. jessie brekke'}),mrs. jessie brekke,21702,24
21569,The Parliament of Man,Miss Wade Lebsack,Fiction in verse,Hay House,2021,frozenset({'miss wade lebsack'}),miss wade lebsack,21569,19
21777,The Golden Apples of the Sun,Jeffry Nolan Ret.,Essay,Cloverdale Corporation,1994,frozenset({'jeffry nolan ret.'}),jeffry nolan ret.,21777,15
21535,25,Benjamin Mills,Fantasy,Pathfinder Press,1994,frozenset({'benjamin mills'}),benjamin mills,21535,23
21844,Batman Begins,"Louanne Cruickshank, Lakenya Boyer IV",Narrative nonfiction,Shire Books,2004,"frozenset({'lakenya boyer iv', 'louanne cruickshank'})","lakenya boyer iv,louanne cruickshank",21844,13
22043,Fame Is the Spur,Fr. Dick Spinka,Fantasy,Bantam Books,2015,frozenset({'fr. dick spinka'}),fr. dick spinka,22043,17
21490,Taming a Sea Horse,"Kevin Mayer, Kimberely Kutch, Darius Mohr",Horror,Ian Allan Publishing,2004,"frozenset({'kevin mayer', 'darius mohr', 'kimberely kutch'})","darius mohr,kevin mayer,kimberely kutch",21490,30
21417,Super Mario Odyssey,Matthew Turner,Legend,Andrews McMeel Publishing,1986,frozenset({'matthew turner'}),matthew turner,21417,19
21619,Myst,Sonny Bogan,Fanfiction,David & Charles,2014,frozenset({'sonny bogan'}),sonny bogan,21619,15
21324,I Dreamed a Dream,Hortencia Wunsch,Fantasy,Kodansha,1993,frozenset({'hortencia wunsch'}),hortencia wunsch,21324,26
21588,Double Indemnity,Marlin Kuvalis,Tall tale,Casemate Publishers,1903,frozenset({'marlin kuvalis'}),marlin kuvalis,21588,20
21533,Half-Life: Blue Shift,Garth Marvin,Fiction in verse,Salt Publishing,1876,frozenset({'garth marvin'}),garth marvin,21533,23
21897,Time To Murder And Create,Hortencia Wunsch,Mystery,Lethe Press,2009,frozenset({'hortencia wunsch'}),hortencia wunsch,21897,24
21336,Gone Girl,Jimmie Harvey,Narrative nonfiction,Harvard University Press,1985,frozenset({'jimmie harvey'}),jimmie harvey,21336,10
21742,Mad Max: Fury Road,Jimmie Harvey,Speech,Kessinger Publishing,2003,frozenset({'jimmie harvey'}),jimmie harvey,21742,15
21851,Half-Life,"Moshe Wilderman, Dr. Emmaline Ritchie, Norberto Kohler",Narrative nonfiction,Open University Press,2023,"frozenset({'moshe wilderman', 'norberto kohler', 'dr. emmaline ritchie'})","dr. emmaline ritchie,moshe wilderman,norberto kohler",21851,23
21554,Super Mario Galaxy,Ozzie Jast,Science fiction,Mainstream Publishing,2013,frozenset({'ozzie jast'}),ozzie jast,21554,32
21532,Command & Conquer: Red Alert,Tabetha Johnston,Realistic fiction,Left Book Club,2002,frozenset({'tabetha johnston'}),tabetha johnston,21532,16
21792,Look to Windward,Bennett Raynor,Speech,Shire Books,1983,frozenset({'bennett raynor'}),bennett raynor,21792,16
21848,Garry's Mod,Kizzie Purdy,Fiction in verse,Zed Books,2015,frozenset({'kizzie purdy'}),kizzie purdy,21848,21
21838,The Daffodil Sky,"Hal Nitzsche, Damian Gulgowski",Crime/Detective,Open Court Publishing Company,1852,"frozenset({'damian gulgowski', 'hal nitzsche'})","damian gulgowski,hal nitzsche",21838,9
21360,A Clockwork Orange,"Laureen Herzog, Rep. Bridgett Rosenbaum, Richie Gislason, Charlsie Cummerata",Fiction narrative,Broadview Press,2022,"frozenset({'rep. bridgett rosenbaum', 'richie gislason', 'laureen herzog', 'charlsie cummerata'})","charlsie cummerata,laureen herzog,rep. bridgett rosenbaum,richie gislason",21360,10
21810,Beyond the Mexique Bay,"Reginia Weissnat, Miss Wade Lebsack",Classic,Golden Cockerel Press,1964,"frozenset({'miss wade lebsack', 'reginia weissnat'})","miss wade lebsack,reginia weissnat",21810,15
22023,Pok̩mon Silver,Cristin Deckow III,Fantasy,Palgrave Macmillan,2023,frozenset({'cristin deckow iii'}),cristin deckow iii,22023,20
21497,Jaws,"Sen. Amber Roberts, Prof. Augustus Konopelski",Textbook,Broadview Press,2006,"frozenset({'sen. amber roberts', 'prof. augustus konopelski'})","prof. augustus konopelski,sen. amber roberts",21497,23
21601,Dog Day Afternoon,Laronda Kuhn,Essay,Hackett Publishing Company,1987,frozenset({'laronda kuhn'}),laronda kuhn,21601,23
21870,The Bridge on the River Kwai,Cordell Ritchie,Realistic fiction,Flame Tree Publishing,2009,frozenset({'cordell ritchie'}),cordell ritchie,21870,22
21741,Fire Emblem Awakening,"Rep. Bridgett Rosenbaum, Charlsie Cummerata, Laureen Herzog, Richie Gislason",Historical fiction,Karadi Tales,2008,"frozenset({'rep. bridgett rosenbaum', 'laureen herzog', 'richie gislason', 'charlsie cummerata'})","charlsie cummerata,laureen herzog,rep. bridgett rosenbaum,richie gislason",21741,20
21867,Garry's Mod,Kizzie Purdy,Fiction in verse,Reed Publishing,2022,frozenset({'kizzie purdy'}),kizzie purdy,21867,24
21637,Pok̩mon Emerald,Travis Von,Humor,Open University Press,1977,frozenset({'travis von'}),travis von,21637,23
22031,Let Us Now Praise Famous Men,Sook Halvorson,Speech,Bowes & Bowes,1980,frozenset({'sook halvorson'}),sook halvorson,22031,15
21428,Groundhog Day,"Norberto Kohler, Moshe Wilderman",Mythopoeia,Elsevier,1996,"frozenset({'moshe wilderman', 'norberto kohler'})","moshe wilderman,norberto kohler",21428,30
21419,Ice Climbers,"Raymundo Aufderhar, Lamar Kautzer, Isabelle Boehm",Crime/Detective,Book League of America,1976,"frozenset({'lamar kautzer', 'isabelle boehm', 'raymundo aufderhar'})","isabelle boehm,lamar kautzer,raymundo aufderhar",21419,9
21766,The Little Foxes,Irmgard Bogan I,Crime/Detective,Gefen Publishing House,1992,frozenset({'irmgard bogan i'}),irmgard bogan i,21766,15
21539,Finding Nemo,Angel Kuhic,Narrative nonfiction,Secker & Warburg,1990,frozenset({'angel kuhic'}),angel kuhic,21539,9
21467,The Woman in Me,"Veronique Carter, Anton Toy",Historical fiction,Cisco Press,2018,"frozenset({'anton toy', 'veronique carter'})","anton toy,veronique carter",21467,22
21521,Wolfenstein: The New Order,Rosalva Beer,Western,Adis International,1832,frozenset({'rosalva beer'}),rosalva beer,21521,21
21821,Now Sleeps the Crimson Petal,Bobbie Bernier,Speech,Marion Boyars Publishers,2010,frozenset({'bobbie bernier'}),bobbie bernier,21821,12
21392,Taxi Driver,Zoila Christiansen,Fairy tale,Booktrope,2019,frozenset({'zoila christiansen'}),zoila christiansen,21392,15
22046,Half-Life 2,Fr. Dick Spinka,Historical fiction,,1987,frozenset({'fr. dick spinka'}),fr. dick spinka,22046,25
21614,Sleep the Brave,Donovan Bins,Western,Hay House,1995,frozenset({'donovan bins'}),donovan bins,21614,17
21647,Rocky,Benjamin Mills,Mystery,McGraw-Hill Education,1980,frozenset({'benjamin mills'}),benjamin mills,21647,9
21752,Pok̩mon SoulSilver,Reginia Weissnat,Metafiction,Carnegie Mellon University Press,1993,frozenset({'reginia weissnat'}),reginia weissnat,21752,16
21546,Mega Man Battle Network,Ms. Kami Prosacco,Biography/Autobiography,Unfinished Monument Press,2004,frozenset({'ms. kami prosacco'}),ms. kami prosacco,21546,19
21470,Jagged Little Pill,Teresia Fisher,Science fiction,Voyager Books,1986,frozenset({'teresia fisher'}),teresia fisher,21470,17
21629,In the Name of the Father,Barb Lynch,Tall tale,Lethe Press,2003,frozenset({'barb lynch'}),barb lynch,21629,15
21514,Half-Life 2: Episode Two,Richie Gislason,Essay,Anova Books,1866,frozenset({'richie gislason'}),richie gislason,21514,20
21873,Desperados: Wanted Dead or Alive,Pres. Shana Block,Fiction narrative,Reed Publishing,1978,frozenset({'pres. shana block'}),pres. shana block,21873,20
21687,Stalker,Sook Halvorson,Short story,Tate Publishing & Enterprises,1976,frozenset({'sook halvorson'}),sook halvorson,21687,15
21332,The Lathe of Heaven,Rosalva Beer,Fantasy,Voyager Books,2003,frozenset({'rosalva beer'}),rosalva beer,21332,19
21860,Supernatural,"Mitch Gusikowski, Kirsten Schaefer",Fable,Carcanet Press,2023,"frozenset({'mitch gusikowski', 'kirsten schaefer'})","kirsten schaefer,mitch gusikowski",21860,15
21672,Life of Brian,"Cornell Murazik, Mr. Terrell Sawayn",Fairy tale,Gefen Publishing House,1989,"frozenset({'cornell murazik', 'mr. terrell sawayn'})","cornell murazik,mr. terrell sawayn",21672,16
21828,BioShock Infinite,Cristin Deckow III,Metafiction,McGraw-Hill Education,1989,frozenset({'cristin deckow iii'}),cristin deckow iii,21828,21
21422,Kirby's Adventure,Felicita White DO,Narrative nonfiction,Golden Cockerel Press,1995,frozenset({'felicita white do'}),felicita white do,21422,14
21908,Call of Duty: Modern Warfare Remastered,Johnny Russel,Speech,Ballantine Books,2009,frozenset({'johnny russel'}),johnny russel,21908,19
21939,Left 4 Dead 2,Cruz Abshire MD,Mystery,Vintage Books,2002,frozenset({'cruz abshire md'}),cruz abshire md,21939,12
21598,Metroid Prime 2: Echoes,Wendell Zboncak,Comic/Graphic Novel,"Farrar, Straus & Giroux",1877,frozenset({'wendell zboncak'}),wendell zboncak,21598,24
22051,Call of Duty: Black Ops 4,Sanjuana Bernier,Science fiction,Andrews McMeel Publishing,1977,frozenset({'sanjuana bernier'}),sanjuana bernier,22051,23
21593,The Mermaids Singing,Allan Dickinson,Fairy tale,Churchill Livingstone,2006,frozenset({'allan dickinson'}),allan dickinson,21593,25
21756,Tapestry,Timothy Murazik,Mythopoeia,Andr̩ Deutsch,1999,frozenset({'timothy murazik'}),timothy murazik,21756,18
22048,Dookie,Cordell Ritchie,Realistic fiction,Imperial War Museum,2004,frozenset({'cordell ritchie'}),cordell ritchie,22048,12
21401,Shadow of the Colossus,Timothy Murazik,Mystery,Marshall Pickering,2021,frozenset({'timothy murazik'}),timothy murazik,21401,26
21550,All the King's Men,Shanelle Upton,Mystery,Unfinished Monument Press,2010,frozenset({'shanelle upton'}),shanelle upton,21550,14
21596,The Colour of My Love,Brandi Cole,Horror,FabJob,2009,frozenset({'brandi cole'}),brandi cole,21596,13
21604,F-Zero,Myrtis Corwin,Realistic fiction,HMSO,2008,frozenset({'myrtis corwin'}),myrtis corwin,21604,23
21436,Endless Night,Karisa Kozey,Mythology,New English Library,1977,frozenset({'karisa kozey'}),karisa kozey,21436,15
21874,Frequent Hearses,Dr. Deb Kemmer,Essay,Anova Books,1982,frozenset({'dr. deb kemmer'}),dr. deb kemmer,21874,7
21784,Witness for the Prosecution,Hoyt Jacobson III,Fiction narrative,Shuter & Shooter Publishers,1988,frozenset({'hoyt jacobson iii'}),hoyt jacobson iii,21784,29
21809,Pong,"Jae Bogisich, Lonnie Hilpert",Speech,Etruscan Press,1984,"frozenset({'jae bogisich', 'lonnie hilpert'})","jae bogisich,lonnie hilpert",21809,16
21541,Like a Virgin,Beverly McDermott,Mystery,Blackie and Son Limited,2017,frozenset({'beverly mcdermott'}),beverly mcdermott,21541,21
