id,title,author,genre,publisher,year,author_set,author_set_str,book_id,total_sold
21001,Millennium,"Adrian Stroman PhD, Marco Cormier, Morton Goodwin I",Mystery,Hogarth Press,1994,"frozenset({'adrian stroman phd', 'morton goodwin i', 'marco cormier'})","adrian stroman phd,marco cormier,morton goodwin i",21001,26
21480,Unforgiven,"Frances Carter, Arthur O'Keefe I",Legend,G-Unit Books,2004,"frozenset({'frances carter', ""arthur o'keefe i""})","arthur o'keefe i,frances carter",21480,14
21060,Unplugged,Mrs. Leia Reilly,Suspense/Thriller,Casemate Publishers,2005,frozenset({'mrs. leia reilly'}),mrs. leia reilly,21060,26
21215,Dishonored,Fred Tillman,Legend,Carlton Publishing Group,2005,frozenset({'fred tillman'}),fred tillman,21215,12
21354,The Gold Rush,Millard Wuckert,Fantasy,Charles Scribner's Sons,1979,frozenset({'millard wuckert'}),millard wuckert,21354,11
21452,Lilies of the Field,"Dante Goodwin, Kareen Fadel DO, Rafael Schinner",Classic,Manning Publications,2023,"frozenset({'rafael schinner', 'kareen fadel do', 'dante goodwin'})","dante goodwin,kareen fadel do,rafael schinner",21452,20
20940,Paths of Glory,"Inga Hansen, Talitha Windler",Reference book,Viking Press,1986,"frozenset({'inga hansen', 'talitha windler'})","inga hansen,talitha windler",20940,22
21502,Midnight Memories,"Karan Abernathy, Tifany Dickens, Harold Blanda, Mariella Zboncak DVM",Tall tale,G. P. Putnam's Sons,1994,"frozenset({'harold blanda', 'mariella zboncak dvm', 'karan abernathy', 'tifany dickens'})","harold blanda,karan abernathy,mariella zboncak dvm,tifany dickens",21502,23
21259,Jacob Have I Loved,Marquis Rau PhD,Fiction narrative,Medknow Publications,1990,frozenset({'marquis rau phd'}),marquis rau phd,21259,24
21625,The Silence of the Lambs,"Miss Modesto Denesik, Sen. Trula Bosco, Hershel Treutel, Pres. Reuben Jakubowski",Historical fiction,Liberty Fund,1995,"frozenset({'miss modesto denesik', 'pres. reuben jakubowski', 'sen. trula bosco', 'hershel treutel'})","hershel treutel,miss modesto denesik,pres. reuben jakubowski,sen. trula bosco",21625,18
20930,The Wizard of Oz,Hilario Legros I,Textbook,Bloodaxe Books,1998,frozenset({'hilario legros i'}),hilario legros i,20930,11
21253,Blood's a Rover,"Charley Wehner IV, Malik Stoltenberg",Essay,Gay Men's Press,1990,"frozenset({'malik stoltenberg', 'charley wehner iv'})","charley wehner iv,malik stoltenberg",21253,20
21521,Star Wars: Episode IV â€“ A New Hope,"Sen. Trula Bosco, Hershel Treutel, Miss Modesto Denesik",Legend,Basic Books,1983,"frozenset({'hershel treutel', 'miss modesto denesik', 'sen. trula bosco'})","hershel treutel,miss modesto denesik,sen. trula bosco",21521,19
21610,"The World, the Flesh and the Devil",Leandro Frami I,Fantasy,Brimstone Press,2005,frozenset({'leandro frami i'}),leandro frami i,21610,30
21094,The Lathe of Heaven,"Arthur O'Keefe I, Frances Carter",Metafiction,Verso Books,2018,"frozenset({'frances carter', ""arthur o'keefe i""})","arthur o'keefe i,frances carter",21094,13
20934,Half-Life 2: Lost Coast,Yael Kunze,Mythopoeia,Bantam Spectra,2000,frozenset({'yael kunze'}),yael kunze,20934,17
21644,All We Know Is Falling,The Hon. Mickey Lebsack,Humor,Brill,1992,frozenset({'the hon. mickey lebsack'}),the hon. mickey lebsack,21644,26
20928,PokÃ©mon Pearl,"Coleen Stanton, Cordie Marks",Narrative nonfiction,Schocken Books,1986,"frozenset({'coleen stanton', 'cordie marks'})","coleen stanton,cordie marks",20928,27
21307,Call of Duty: Modern Warfare 2,Melany Bergnaum,Tall tale,Sams Publishing,2003,frozenset({'melany bergnaum'}),melany bergnaum,21307,22
21465,Like a Virgin,"Lynne O'Reilly, Carlie Becker Jr.",Essay,Berg Publishers,1989,"frozenset({""lynne o'reilly"", 'carlie becker jr.'})","carlie becker jr.,lynne o'reilly",21465,16
21106,The Skull Beneath the Skin,Jaimie Skiles,Western,Black Dog Publishing,2023,frozenset({'jaimie skiles'}),jaimie skiles,21106,14
21285,Whiplash,"Lynne O'Reilly, Carlie Becker Jr.",Comic/Graphic Novel,Orchard Books,2001,"frozenset({""lynne o'reilly"", 'carlie becker jr.'})","carlie becker jr.,lynne o'reilly",21285,17
21047,Call of Duty: Black Ops 4,Rudy Johnston,Fantasy,Kessinger Publishing,2011,frozenset({'rudy johnston'}),rudy johnston,21047,23
21186,A Farewell to Arms,Miss Elmo Walsh,Metafiction,Parragon,2001,frozenset({'miss elmo walsh'}),miss elmo walsh,21186,11
21192,Apocalypse Now,"Rupert Blanda DC, Ricki Schulist",Fiction in verse,Oberon Books,2007,"frozenset({'ricki schulist', 'rupert blanda dc'})","ricki schulist,rupert blanda dc",21192,11
21296,Mario Kart: Double Dash,Tai Berge,Tall tale,Harper & Row,1977,frozenset({'tai berge'}),tai berge,21296,16
21402,"Paris, Texas","Miss Modesto Denesik, Hershel Treutel, Sen. Trula Bosco",Legend,University of Akron Press,2011,"frozenset({'miss modesto denesik', 'sen. trula bosco', 'hershel treutel'})","hershel treutel,miss modesto denesik,sen. trula bosco",21402,31
21218,Postern of Fate,Trinh Spinka,Folklore,University of Michigan Press,2013,frozenset({'trinh spinka'}),trinh spinka,21218,21
21173,Civilization VI,Levi Crona PhD,Essay,Black Dog Publishing,2016,frozenset({'levi crona phd'}),levi crona phd,21173,27
21087,The Millstone,Gino Auer,Tall tale,Vintage Books,1840,frozenset({'gino auer'}),gino auer,21087,23
21438,Super Mario Galaxy,Lynne O'Reilly,Historical fiction,Banner of Truth Trust,1993,"frozenset({""lynne o'reilly""})",lynne o'reilly,21438,29
21318,Animal Crossing: City Folk,Brianna O'Conner,Legend,University of Chicago Press,1996,"frozenset({""brianna o'conner""})",brianna o'conner,21318,20
20961,"Look Homeward, Angel",Bennett Ernser,Tall tale,University of California Press,1975,frozenset({'bennett ernser'}),bennett ernser,20961,20
21638,Star Wars: Episode VII - The Force Awakens,The Hon. Mickey Lebsack,Comic/Graphic Novel,,2008,frozenset({'the hon. mickey lebsack'}),the hon. mickey lebsack,21638,17
21295,Kingdom Hearts II,Aron Hansen,Textbook,Zed Books,2005,frozenset({'aron hansen'}),aron hansen,21295,25
21325,Oldboy,"Vernon Bartoletti, Brenda Gorczany, Leo Hessel",Textbook,Simon & Schuster,2024,"frozenset({'vernon bartoletti', 'leo hessel', 'brenda gorczany'})","brenda gorczany,leo hessel,vernon bartoletti",21325,25
20918,Super Mario Bros. 3,Joselyn Dietrich,Suspense/Thriller,Book League of America,1983,frozenset({'joselyn dietrich'}),joselyn dietrich,20918,32
21294,The Legend of Zelda: Majora's Mask,Lynne O'Reilly,Comic/Graphic Novel,Mascot Books,2016,"frozenset({""lynne o'reilly""})",lynne o'reilly,21294,20
21282,Donnie Darko,"Mariella Zboncak DVM, Karan Abernathy, Tifany Dickens, Harold Blanda",Science fiction,Gaspereau Press,2002,"frozenset({'harold blanda', 'tifany dickens', 'karan abernathy', 'mariella zboncak dvm'})","harold blanda,karan abernathy,mariella zboncak dvm,tifany dickens",21282,27
21372,Confessions,"Mariella Zboncak DVM, Harold Blanda, Tifany Dickens, Karan Abernathy",Fanfiction,Schocken Books,2013,"frozenset({'harold blanda', 'tifany dickens', 'karan abernathy', 'mariella zboncak dvm'})","harold blanda,karan abernathy,mariella zboncak dvm,tifany dickens",21372,22
21027,A Glass of Blessings,Virgilio Bernier,Fiction in verse,,1980,frozenset({'virgilio bernier'}),virgilio bernier,21027,18
21177,Castle Crashers,Lynne O'Reilly,Tall tale,Basic Books,1997,"frozenset({""lynne o'reilly""})",lynne o'reilly,21177,21
21520,Twelve Monkeys,"Ronald Simonis, Keven Treutel, Luigi Brekke",Folklore,Hogarth Press,2016,"frozenset({'keven treutel', 'ronald simonis', 'luigi brekke'})","keven treutel,luigi brekke,ronald simonis",21520,11
21194,The Man Within,Amb. Sachiko Boyer,Textbook,Edupedia Publications,1985,frozenset({'amb. sachiko boyer'}),amb. sachiko boyer,21194,29
21435,The Little Foxes,Prof. Bo Spinka,Fable,Cloverdale Corporation,2010,frozenset({'prof. bo spinka'}),prof. bo spinka,21435,24
21304,Prisoners,"Gustavo Larkin, Wanita Bernier, Terence Schmidt, The Hon. Aurelio Spinka",Historical fiction,Jaico Publishing House,1977,"frozenset({'wanita bernier', 'the hon. aurelio spinka', 'terence schmidt', 'gustavo larkin'})","gustavo larkin,terence schmidt,the hon. aurelio spinka,wanita bernier",21304,8
21029,God of War,"Terrilyn Marvin, Antonia Wiegand",Fiction in verse,O'Reilly Media,2019,"frozenset({'terrilyn marvin', 'antonia wiegand'})","antonia wiegand,terrilyn marvin",21029,19
21649,Metroid Prime 3: Corruption,Brianna O'Conner,Fiction in verse,Lion Hudson,1986,"frozenset({""brianna o'conner""})",brianna o'conner,21649,16
20932,Sunset Blvd.,Carlie Becker Jr.,Legend,University of Alaska Press,1991,frozenset({'carlie becker jr.'}),carlie becker jr.,20932,8
21450,Portal 2,Thomas Collier,Mystery,Marshall Pickering,2011,frozenset({'thomas collier'}),thomas collier,21450,15
21634,Jesting Pilate,Mrs. Dario Jaskolski,Fiction in verse,Ellora's Cave,1983,frozenset({'mrs. dario jaskolski'}),mrs. dario jaskolski,21634,11
21459,Halo 2,"Rev. Lura Jaskolski, Kelle Bartoletti",Classic,Peace Hill Press,2008,"frozenset({'rev. lura jaskolski', 'kelle bartoletti'})","kelle bartoletti,rev. lura jaskolski",21459,14
21519,Deus Ex,"Amb. Beckie Macejkovic, Phil Mann",Textbook,Newnes,2001,"frozenset({'phil mann', 'amb. beckie macejkovic'})","amb. beckie macejkovic,phil mann",21519,27
21469,How to Train Your Dragon,"Allyn Jerde, Annabelle Wilderman, Ricardo Grant",Fantasy,Libertas Academica,2021,"frozenset({'ricardo grant', 'allyn jerde', 'annabelle wilderman'})","allyn jerde,annabelle wilderman,ricardo grant",21469,27
21337,Mass Effect 3,Trinh Spinka,Comic/Graphic Novel,Ian Allan Publishing,1980,frozenset({'trinh spinka'}),trinh spinka,21337,19
20984,Fire Emblem Awakening,"Gene Beahan, Estelle Altenwerth, Robbie Luettgen",Fiction narrative,AndrÃ© Deutsch,2008,"frozenset({'gene beahan', 'estelle altenwerth', 'robbie luettgen'})","estelle altenwerth,gene beahan,robbie luettgen",20984,28
21424,Death Be Not Proud,Terrilyn Marvin,Mythopoeia,Parachute Publishing,1981,frozenset({'terrilyn marvin'}),terrilyn marvin,21424,22
21558,Brandy of the Damned,Herb Carter,Horror,Orchard Books,2004,frozenset({'herb carter'}),herb carter,21558,27
20939,Dirty Dancing,Rev. Iluminada Wolff,Horror,DAW Books,2013,frozenset({'rev. iluminada wolff'}),rev. iluminada wolff,20939,11
21384,Star Wars: Episode IV â€“ A New Hope,"Sen. Trula Bosco, Hershel Treutel, Miss Modesto Denesik",Legend,Da Capo Press,1978,"frozenset({'hershel treutel', 'miss modesto denesik', 'sen. trula bosco'})","hershel treutel,miss modesto denesik,sen. trula bosco",21384,11
21156,Call of Duty 4: Modern Warfare,Elanor Treutel,Reference book,Zondervan,2022,frozenset({'elanor treutel'}),elanor treutel,21156,23
20943,Bicycle Thieves,"Rev. Lura Jaskolski, Kelle Bartoletti",Realistic fiction,George Newnes,2024,"frozenset({'rev. lura jaskolski', 'kelle bartoletti'})","kelle bartoletti,rev. lura jaskolski",20943,20
21399,This Lime Tree Bower,"Tifany Dickens, Karan Abernathy, Mariella Zboncak DVM, Harold Blanda",Humor,Hackett Publishing Company,2019,"frozenset({'mariella zboncak dvm', 'karan abernathy', 'tifany dickens', 'harold blanda'})","harold blanda,karan abernathy,mariella zboncak dvm,tifany dickens",21399,24
21460,A Clockwork Orange,Thomas Collier,Fable,Felony & Mayhem Press,2016,frozenset({'thomas collier'}),thomas collier,21460,24
20956,Life is Strange,Phil Mann,Metafiction,Emerald Group Publishing,1976,frozenset({'phil mann'}),phil mann,20956,20
21405,Monty Python and the Holy Grail,"Grover Hane, Pennie Kessler PhD, Viva Frami",Legend,Anova Books,1995,"frozenset({'grover hane', 'viva frami', 'pennie kessler phd'})","grover hane,pennie kessler phd,viva frami",21405,13
21381,Mario Kart 8 Deluxe,Mr. Faustino Gerhold,Tall tale,Marshall Pickering,2022,frozenset({'mr. faustino gerhold'}),mr. faustino gerhold,21381,23
21290,Shadow Tactics: Blade of the Shogun,"Charley Wehner IV, The Hon. Mickey Lebsack",Mythology,Kogan Page,1997,"frozenset({'the hon. mickey lebsack', 'charley wehner iv'})","charley wehner iv,the hon. mickey lebsack",21290,10
21655,Lawrence of Arabia,Orlando Considine,Mystery,John Blake Publishing,1985,frozenset({'orlando considine'}),orlando considine,21655,25
21220,Hotel California,Barney Mann,Science fiction,Bantam Spectra,2023,frozenset({'barney mann'}),barney mann,21220,20
21618,PokÃ©mon SoulSilver,Amb. Hosea Beier,Reference book,Atheneum Books,2010,frozenset({'amb. hosea beier'}),amb. hosea beier,21618,17
21390,I Will Fear No Evil,Terrilyn Marvin,Tall tale,Vintage Books at Random House,1995,frozenset({'terrilyn marvin'}),terrilyn marvin,21390,20
21647,The Golden Apples of the Sun,Gov. Len Considine,Mythopoeia,Zondervan,1982,frozenset({'gov. len considine'}),gov. len considine,21647,27
21468,If I Forget Thee Jerusalem,Thomas Collier,Biography/Autobiography,Secker & Warburg,1986,frozenset({'thomas collier'}),thomas collier,21468,21
21115,Butter In a Lordly Dish,"Dr. Cora MacGyver, Arthur O'Keefe I",Humor,Harcourt Assessment,2025,"frozenset({'dr. cora macgyver', ""arthur o'keefe i""})","arthur o'keefe i,dr. cora macgyver",21115,32
21430,Star Wars: Episode I â€“ The Phantom Menace,Ismael Romaguera,Narrative nonfiction,Vintage Books,2004,frozenset({'ismael romaguera'}),ismael romaguera,21430,32
21227,TRON,Al Wunsch,Mystery,Hackett Publishing Company,2022,frozenset({'al wunsch'}),al wunsch,21227,22
21453,The Woman in Me,Ligia Quitzon,Speech,Schocken Books,1997,frozenset({'ligia quitzon'}),ligia quitzon,21453,38
21223,Half-Life 2,"Malik Halvorson Esq., Man Jakubowski",Crime/Detective,Etruscan Press,1977,"frozenset({'man jakubowski', 'malik halvorson esq.'})","malik halvorson esq.,man jakubowski",21223,20
21389,Bridge over Troubled Water,Burl Mayert,Realistic fiction,Dedalus Books,1989,frozenset({'burl mayert'}),burl mayert,21389,22
21034,2001: A Space Odyssey,Agnus Kuhlman,Fable,Firebrand Books,1977,frozenset({'agnus kuhlman'}),agnus kuhlman,21034,13
21020,Diablo,"Alysia Bahringer, Amb. Wynona Champlin, Mark Shanahan",Reference book,Athabasca University Press,2004,"frozenset({'alysia bahringer', 'amb. wynona champlin', 'mark shanahan'})","alysia bahringer,amb. wynona champlin,mark shanahan",21020,19
21434,Day of Defeat,"Msgr. Santo Schuppe, Florentino Jacobson",Fanfiction,Pavilion Books,2000,"frozenset({'florentino jacobson', 'msgr. santo schuppe'})","florentino jacobson,msgr. santo schuppe",21434,15
21451,Bastion,Porfirio O'Hara IV,Tall tale,Basic Books,1983,"frozenset({""porfirio o'hara iv""})",porfirio o'hara iv,21451,12
21411,There Will Be Blood,Fidel Hettinger,Speech,Carlton Books,1989,frozenset({'fidel hettinger'}),fidel hettinger,21411,22
21533,The House of Mirth,"Wilfred Bartell DVM, Rep. Albert Stamm",Horror,Parachute Publishing,1980,"frozenset({'wilfred bartell dvm', 'rep. albert stamm'})","rep. albert stamm,wilfred bartell dvm",21533,12
21391,12 Years a Slave,Franklyn Sporer,Science fiction,Packt Publishing,1985,frozenset({'franklyn sporer'}),franklyn sporer,21391,14
21461,The Godfather,Pauline Emard,Comic/Graphic Novel,Seagull Books,2006,frozenset({'pauline emard'}),pauline emard,21461,15
21464,In a Glass Darkly,"Malik Halvorson Esq., Man Jakubowski, Jose O'Kon IV",Suspense/Thriller,Simon & Schuster,2026,"frozenset({'man jakubowski', 'malik halvorson esq.', ""jose o'kon iv""})","jose o'kon iv,malik halvorson esq.,man jakubowski",21464,12
21507,Pale Kings and Princes,"Ms. Bo Bergnaum, Yael Kunze",Classic,HarperCollins,1985,"frozenset({'ms. bo bergnaum', 'yael kunze'})","ms. bo bergnaum,yael kunze",21507,7
21052,Halo: Reach,Shannon Nienow,Fiction in verse,Shoemaker & Hoard Publishers,1942,frozenset({'shannon nienow'}),shannon nienow,21052,25
21065,Rumours,"Antoine Dach, Talitha Windler, Inga Hansen, Alvin Schmitt, Tamatha Treutel DO",Comic/Graphic Novel,Carcanet Press,1881,"frozenset({'talitha windler', 'alvin schmitt', 'inga hansen', 'antoine dach', 'tamatha treutel do'})","alvin schmitt,antoine dach,inga hansen,talitha windler,tamatha treutel do",21065,19
21162,Grease: The Original Soundtrack from the Motion Picture,"Cleveland Rice, Wilfred Bartell DVM",Textbook,UCL Press,2009,"frozenset({'cleveland rice', 'wilfred bartell dvm'})","cleveland rice,wilfred bartell dvm",21162,26
21463,The Pianist,Son Schuster,Fantasy,Atlantic Books,1955,frozenset({'son schuster'}),son schuster,21463,34
21348,The Intouchables,"Clint Hauck VM, Millard Wuckert",Reference book,E. P. Dutton,1993,"frozenset({'millard wuckert', 'clint hauck vm'})","clint hauck vm,millard wuckert",21348,27
21007,Myst,Aron Hansen,Historical fiction,Faber and Faber,1999,frozenset({'aron hansen'}),aron hansen,21007,24
20992,Call of Duty: Modern Warfare Remastered,Phil Mann,Fanfiction,HMSO,1987,frozenset({'phil mann'}),phil mann,20992,17
20925,The Heart Is a Lonely Hunter,Kimbra Johns,Fantasy,McGraw Hill Financial,2023,frozenset({'kimbra johns'}),kimbra johns,20925,19
21572,Infamous,"Florentino Jacobson, Msgr. Santo Schuppe",Fable,Harlequin Enterprises Ltd,1944,"frozenset({'florentino jacobson', 'msgr. santo schuppe'})","florentino jacobson,msgr. santo schuppe",21572,20
21538,Jagged Little Pill,Angel Schneider,Suspense/Thriller,Bison Books,1976,frozenset({'angel schneider'}),angel schneider,21538,18
21470,Backstreet Boys,Antonia Wiegand,Realistic fiction,Palgrave Macmillan,1994,frozenset({'antonia wiegand'}),antonia wiegand,21470,23
21379,Saving Private Ryan,"Kareen Fadel DO, Dante Goodwin, Rafael Schinner, Leandro Frami I",Textbook,Cisco Press,1884,"frozenset({'rafael schinner', 'leandro frami i', 'kareen fadel do', 'dante goodwin'})","dante goodwin,kareen fadel do,leandro frami i,rafael schinner",21379,22
20987,No Highway,Yael Kunze,Short story,Brimstone Press,2004,frozenset({'yael kunze'}),yael kunze,20987,23
21428,"Those Barren Leaves, Thrones, Dominations","Leandro Hyatt, Ligia Quitzon",Legend,Kessinger Publishing,1993,"frozenset({'leandro hyatt', 'ligia quitzon'})","leandro hyatt,ligia quitzon",21428,21
21605,Metallica,Cole Kozey,Horror,Target Books,1988,frozenset({'cole kozey'}),cole kozey,21605,22
21594,Paper Moon,"Chong Cronin, Cleo Jacobson, Caterina Wyman",Fiction narrative,McGraw Hill Financial,1990,"frozenset({'caterina wyman', 'cleo jacobson', 'chong cronin'})","caterina wyman,chong cronin,cleo jacobson",21594,19
20931,Hands All Over,Trey Satterfield,Realistic fiction,Mark Batty Publisher,2014,frozenset({'trey satterfield'}),trey satterfield,20931,17
21624,Witness for the Prosecution,Terence Schmidt,Historical fiction,Harlequin Enterprises Ltd,1983,frozenset({'terence schmidt'}),terence schmidt,21624,14
20947,The Best Years of Our Lives,Breanne McCullough,Fanfiction,Manchester University Press,2016,frozenset({'breanne mccullough'}),breanne mccullough,20947,13
21403,Call of Duty,Laveta Marks,Crime/Detective,Taunton Press,1988,frozenset({'laveta marks'}),laveta marks,21403,40
20965,Antic Hay,Josiah Watsica,Horror,Kensington Books,1996,frozenset({'josiah watsica'}),josiah watsica,20965,20
21478,Chinatown,"Ligia Quitzon, Leandro Hyatt",Short story,Schocken Books,1988,"frozenset({'ligia quitzon', 'leandro hyatt'})","leandro hyatt,ligia quitzon",21478,15
21031,Finding Nemo,Blake Kuphal,Humor,Bowes & Bowes,1990,frozenset({'blake kuphal'}),blake kuphal,21031,9
21238,Super Smash Bros. Ultimate,Elanor Treutel,Mythology,Tartarus Press,2002,frozenset({'elanor treutel'}),elanor treutel,21238,25
21273,Ring of Bright Water,"Gerald Altenwerth IV, Moses Douglas",Legend,Berg Publishers,2022,"frozenset({'moses douglas', 'gerald altenwerth iv'})","gerald altenwerth iv,moses douglas",21273,17
21409,Come On Over,Emery Berge,Realistic fiction,Scholastic Press,2007,frozenset({'emery berge'}),emery berge,21409,27
21552,Vile Bodies,"Sen. Trula Bosco, Hershel Treutel, Pres. Reuben Jakubowski, Miss Modesto Denesik",Fantasy,Gefen Publishing House,2026,"frozenset({'hershel treutel', 'miss modesto denesik', 'pres. reuben jakubowski', 'sen. trula bosco'})","hershel treutel,miss modesto denesik,pres. reuben jakubowski,sen. trula bosco",21552,9
21568,Of Human Bondage,Mayra Turcotte,Science fiction,Brimstone Press,2007,frozenset({'mayra turcotte'}),mayra turcotte,21568,16
21590,Crash Bandicoot,"Gov. Numbers Sawayn, Phylicia Runolfsson",Fiction in verse,Black Dog Publishing,2000,"frozenset({'phylicia runolfsson', 'gov. numbers sawayn'})","gov. numbers sawayn,phylicia runolfsson",21590,24
21579,La La Land,"Amb. Beckie Macejkovic, Phil Mann",Crime/Detective,Jarrolds Publishing,2012,"frozenset({'phil mann', 'amb. beckie macejkovic'})","amb. beckie macejkovic,phil mann",21579,26
21627,Hacksaw Ridge,Dr. Cora MacGyver,Fable,Legend Books,2014,frozenset({'dr. cora macgyver'}),dr. cora macgyver,21627,21
21582,Back to the Future,Gerald Altenwerth IV,Realistic fiction,Charles Scribner's Sons,1998,frozenset({'gerald altenwerth iv'}),gerald altenwerth iv,21582,17
21074,Wolfenstein 2: The New Colossus,Genaro Labadie,Realistic fiction,Banner of Truth Trust,1976,frozenset({'genaro labadie'}),genaro labadie,21074,31
21277,Wii Sports,Gonzalo Cremin III,Fanfiction,Jarrolds Publishing,1996,frozenset({'gonzalo cremin iii'}),gonzalo cremin iii,21277,24
20951,Persona,"Wilfred Bartell DVM, Rep. Albert Stamm",Suspense/Thriller,Addison-Wesley,2000,"frozenset({'wilfred bartell dvm', 'rep. albert stamm'})","rep. albert stamm,wilfred bartell dvm",20951,9
21142,The Bourne Ultimatum,Hyman Hegmann JD,Legend,Pen and Sword Books,2022,frozenset({'hyman hegmann jd'}),hyman hegmann jd,21142,15
21630,Happy Nation,Mitchell Kerluke,Biography/Autobiography,Black Library,1984,frozenset({'mitchell kerluke'}),mitchell kerluke,21630,37
21236,No Country for Old Men,Erick Medhurst MD,Humor,Verso Books,1985,frozenset({'erick medhurst md'}),erick medhurst md,21236,24
21408,Eyeless in Gaza,Leandro Frami I,Classic,Virago Press,2021,frozenset({'leandro frami i'}),leandro frami i,21408,29
20964,When the Green Woods Laugh,Msgr. Jame Auer,Crime/Detective,Barrie & Jenkins,2005,frozenset({'msgr. jame auer'}),msgr. jame auer,20964,21
21333,Goodfellas,Jeffrey Will,Tall tale,Godwit Press,1999,frozenset({'jeffrey will'}),jeffrey will,21333,31
21351,Fair Stood the Wind for France,Terese Carter,Mythology,Harcourt Trade Publishers,1945,frozenset({'terese carter'}),terese carter,21351,18
21336,Slippery When Wet,"Cammie Friesen CPA, Stella Emmerich",Crime/Detective,Libertas Academica,1988,"frozenset({'stella emmerich', 'cammie friesen cpa'})","cammie friesen cpa,stella emmerich",21336,28
21599,Halo Wars,Napoleon Bernhard,Suspense/Thriller,Applewood Books,1992,frozenset({'napoleon bernhard'}),napoleon bernhard,21599,14
21200,Yoshi's Wooly World,Mitchell Kerluke,Metafiction,Lion Hudson,1977,frozenset({'mitchell kerluke'}),mitchell kerluke,21200,26
21441,Batman: Arkham Asylum,Sterling Herman,Fiction narrative,Paulist Press,1999,frozenset({'sterling herman'}),sterling herman,21441,33
21413,PokÃ©mon Black 2,"Thuy Nikolaus, Bradley Bruen II",Fable,Velazquez Press,1990,"frozenset({'bradley bruen ii', 'thuy nikolaus'})","bradley bruen ii,thuy nikolaus",21413,27
21255,Born in the U.S.A.,"Terence Schmidt, Pres. Alphonse McDermott",Fanfiction,Bantam Books,1997,"frozenset({'pres. alphonse mcdermott', 'terence schmidt'})","pres. alphonse mcdermott,terence schmidt",21255,22
21496,Forrest Gump,"Ernesto Feest, Lyman Goldner, Emil Schinner IV",Suspense/Thriller,Breslov Research Institute,2007,"frozenset({'ernesto feest', 'lyman goldner', 'emil schinner iv'})","emil schinner iv,ernesto feest,lyman goldner",21496,25
21141,Dead Poets Society,"Cristen Hessel DO, Virgilio Bernier",Fairy tale,Unfinished Monument Press,2007,"frozenset({'cristen hessel do', 'virgilio bernier'})","cristen hessel do,virgilio bernier",21141,26
20978,Animal Crossing,Ellis Kuhn,Speech,Pecan Grove Press,2001,frozenset({'ellis kuhn'}),ellis kuhn,20978,24
21012,The Wealth of Nations,Rep. Hilario Collins,Legend,G. P. Putnam's Sons,2019,frozenset({'rep. hilario collins'}),rep. hilario collins,21012,17
21422,A Passage to India,"Jerry Goyette, Trenton Sipes, Meredith Runte, Dwight Bartoletti",Fiction in verse,Kensington Books,1999,"frozenset({'trenton sipes', 'jerry goyette', 'dwight bartoletti', 'meredith runte'})","dwight bartoletti,jerry goyette,meredith runte,trenton sipes",21422,22
21121,Alien,Terese Carter,Mystery,Ladybird Books,1973,frozenset({'terese carter'}),terese carter,21121,11
21563,Whitney,Rev. Lura Jaskolski,Science fiction,Eerdmans Publishing,2010,frozenset({'rev. lura jaskolski'}),rev. lura jaskolski,21563,33
21260,The Glory and the Dream,Amb. Beckie Macejkovic,Western,McGraw-Hill Education,2017,frozenset({'amb. beckie macejkovic'}),amb. beckie macejkovic,21260,17
21400,Recalled to Life,Harold Blanda,Mystery,University of Nebraska Press,2007,frozenset({'harold blanda'}),harold blanda,21400,25
21550,Wii Music,"Leda Raynor JD, Solomon Roob",Fiction in verse,BBC Books,2003,"frozenset({'leda raynor jd', 'solomon roob'})","leda raynor jd,solomon roob",21550,23
21251,Eternal Sunshine of the Spotless Mind,"Phil Mann, Shasta Lesch",Comic/Graphic Novel,"Harry N. Abrams, Inc.",1986,"frozenset({'phil mann', 'shasta lesch'})","phil mann,shasta lesch",21251,16
21096,PokÃ©mon Gold,Ivan Nicolas,Mystery,Blackwell Publishing,2000,frozenset({'ivan nicolas'}),ivan nicolas,21096,24
21071,Shadow of the Colossus,"Prof. Bo Spinka, Tynisha Schulist",Speech,Bloomsbury Publishing Plc,1992,"frozenset({'prof. bo spinka', 'tynisha schulist'})","prof. bo spinka,tynisha schulist",21071,24
20997,Quo Vadis,"Keven Treutel, Luigi Brekke, Ronald Simonis",Mystery,Andrews McMeel Publishing,2013,"frozenset({'keven treutel', 'ronald simonis', 'luigi brekke'})","keven treutel,luigi brekke,ronald simonis",20997,14
21501,Nectar in a Sieve,Amb. Hosea Beier,Reference book,Shambhala Publications,2021,frozenset({'amb. hosea beier'}),amb. hosea beier,21501,17
21486,The Needle's Eye,Ismael Romaguera,Science fiction,Signet Books,2013,frozenset({'ismael romaguera'}),ismael romaguera,21486,20
21328,Unplugged,Mrs. Leia Reilly,Suspense/Thriller,Butterworth-Heinemann,1991,frozenset({'mrs. leia reilly'}),mrs. leia reilly,21328,13
20919,Starcraft II,Rev. Tonette Pfannerstill,Realistic fiction,Golden Cockerel Press,1994,frozenset({'rev. tonette pfannerstill'}),rev. tonette pfannerstill,20919,11
21447,Carrion Comfort,Terese Carter,Fiction narrative,Taunton Press,2013,frozenset({'terese carter'}),terese carter,21447,25
21105,Platoon,Rep. Felicita Ortiz,Classic,Martinus Nijhoff Publishers,2011,frozenset({'rep. felicita ortiz'}),rep. felicita ortiz,21105,27
21268,Hitman: Absolution,Cleveland Rice,Fiction narrative,McFarland & Company,1995,frozenset({'cleveland rice'}),cleveland rice,21268,19
